,학년,학기,낱말,빈도수,품사
32821,5,2,면제,2,Noun
32822,5,2,빈,2,Noun
32823,5,2,인터뷰,2,Noun
32824,5,2,나직이,2,Adverb
32825,5,2,합격,2,Noun
32826,5,2,훌륭한,2,Adjective
32827,5,2,신문사,2,Noun
32828,5,2,두루,2,Noun
32829,5,2,들어서자,2,Verb
32830,5,2,의자,2,Noun
32831,5,2,리복,2,Noun
32832,5,2,빨간색,2,Noun
32833,5,2,설계도,2,Noun
32834,5,2,세우려고,2,Verb
32835,5,2,애씁니다,2,Verb
32836,5,2,없지요,2,Adjective
32837,5,2,모을까,2,Verb
32838,5,2,나가는지,2,Verb
32839,5,2,나가는,2,Verb
32840,5,2,어긋나기만,2,Verb
32841,5,2,돌려나면서,2,Verb
32842,5,2,돌려나기로,2,Verb
32843,5,2,나르려고,2,Verb
32844,5,2,잘라서,2,Verb
32845,5,2,싶,2,Verb
32846,5,2,동굴,2,Noun
32847,5,2,새기고,2,Verb
32848,5,2,땅바닥,2,Noun
32849,5,2,토막,2,Noun
32850,5,2,얇게,2,Adjective
32851,5,2,나야,2,Noun
32852,5,2,닥,2,Noun
32853,5,2,하얗게,2,Adjective
32854,5,2,붓고,2,Verb
32855,5,2,보글,2,Noun
32856,5,2,건져,2,Verb
32857,5,2,휘휘,2,Adverb
32858,5,2,엉,2,Exclamation
32859,5,2,잇,2,Verb
32860,5,2,붉은,2,Adjective
32861,5,2,남은,2,Verb
32862,5,2,씀,2,Verb
32863,5,2,잡아,2,Verb
32864,5,2,옷장,2,Noun
32865,5,2,버선,2,Noun
32866,5,2,되고말고,2,Verb
32867,5,2,나로,2,Noun
32868,5,2,펄쩍,2,Adverb
32869,5,2,야기,2,Noun
32870,5,2,넘긴다,2,Verb
32871,5,2,좋네,2,Adjective
32872,5,2,은서,2,Noun
32873,5,2,싸운,2,Verb
32874,5,2,팩,2,Noun
32875,5,2,토라,2,Noun
32876,5,2,진다,2,Verb
32877,5,2,아니라며,2,Adjective
32878,5,2,가자미,2,Noun
32879,5,2,흘긴다,2,Noun
32880,5,2,일부러,2,Noun
32881,5,2,놀지,2,Verb
32882,5,2,않겠다며,2,Verb
32883,5,2,숙이고,2,Verb
32884,5,2,외롭게,2,Adjective
32885,5,2,괜,2,Noun
32886,5,2,시리,2,Noun
32887,5,2,약해져,2,Verb
32888,5,2,흔들지만,2,Verb
32889,5,2,핑계,2,Noun
32890,5,2,건넨다,2,Verb
32891,5,2,리얼,2,Noun
32892,5,2,핵꿀잼,2,Noun
32893,5,2,괜시리,2,Noun
32894,5,2,괜스레,2,Noun
32895,5,2,가게,2,Noun
32896,5,2,주문,2,Noun
32897,5,2,사과주스,2,Noun
32898,5,2,나오셨습니다,2,Verb
32899,5,2,노잼,2,Noun
32900,5,2,이었어,2,Verb
32901,5,2,외국어,2,Noun
32902,5,2,있는데도,2,Adjective
32903,5,2,둠의,2,Verb
32904,5,2,즐겨요,2,Verb
32905,5,2,실연,2,Noun
32906,5,2,느끼기,2,Verb
32907,5,2,걸음걸이,2,Noun
32908,5,2,장승,2,Noun
32909,5,2,원님,2,Noun
32910,5,2,관객,2,Noun
32911,5,2,정지,2,Noun
32912,5,2,이었을지,2,Verb
32913,5,2,토끼,2,Noun
32914,5,2,낟가리,2,Noun
32915,5,2,볏단,2,Noun
32916,5,2,작게,2,Adjective
32917,5,2,믿기지,2,Verb
32918,5,1,둘러보기,1,Noun
32919,5,1,찾았던,1,Verb
32920,5,1,무인기,1,Noun
32921,5,1,제자리,1,Noun
32922,5,1,바꾼다,1,Verb
32923,5,1,찾아가,1,Verb
32924,5,1,책등,1,Noun
32925,5,1,나누었어요,1,Verb
32926,5,1,유효상,1,Noun
32927,5,1,철학,1,Noun
32928,5,1,십진분류법,1,Noun
32929,5,1,희곡,1,Noun
32930,5,1,갈래,1,Noun
32931,5,1,좋아해,1,Adjective
32932,5,1,읽기로,1,Verb
32933,5,1,놓,1,Verb
32934,5,1,같지,1,Adjective
32935,5,1,삽화,1,Noun
32936,5,1,채색,1,Noun
32937,5,1,담았을까,1,Verb
32938,5,1,나올까,1,Verb
32939,5,1,장만,1,Noun
32940,5,1,펼쳐질,1,Verb
32941,5,1,겪고,1,Verb
32942,5,1,좋아하나,1,Adjective
32943,5,1,옷차림,1,Noun
32944,5,1,외로워,1,Noun
32945,5,1,떠올리는,1,Verb
32946,5,1,떠올리,1,Verb
32947,5,1,쉬워,1,Adjective
32948,5,1,들릴까,1,Verb
32949,5,1,느낀다고,1,Verb
32950,5,1,그린다고,1,Verb
32951,5,1,지었을까,1,Verb
32952,5,1,놀랄까,1,Verb
32953,5,1,어릴,1,Verb
32954,5,1,놀았을까,1,Verb
32955,5,1,간추릴,1,Noun
32956,5,1,풍겨,1,Verb
32957,5,1,밝음,1,Verb
32958,5,1,불쌍함,1,Adjective
32959,5,1,신비함,1,Adjective
32960,5,1,따뜻함,1,Adjective
32961,5,1,느끼거나,1,Verb
32962,5,1,겪기,1,Verb
32963,5,1,전과,1,Noun
32964,5,1,달라졌나요,1,Verb
32965,5,1,이었다면,1,Verb
32966,5,1,신하,1,Noun
32967,5,1,넘어갔을까,1,Verb
32968,5,1,김만덕,1,Noun
32969,5,1,가난한,1,Adjective
32970,5,1,다를까,1,Adjective
32971,5,1,사라,1,Noun
32972,5,1,투발루,1,Noun
32973,5,1,수영,1,Noun
32974,5,1,가르칠,1,Verb
32975,5,1,그랬어,1,Adjective
32976,5,1,바뀌었는지,1,Verb
32977,5,1,정해지지,1,Verb
32978,5,1,평,1,Noun
32979,5,1,인종,1,Noun
32980,5,1,끌어내거나,1,Verb
32981,5,1,드러내는지,1,Verb
32982,5,1,전시회,1,Noun
32983,5,1,가로세로,1,Noun
32984,5,1,간추린,1,Noun
32985,5,1,그리니,1,Verb
32986,5,1,조화,1,Noun
32987,5,1,추려서,1,Verb
32988,5,1,썼구나,1,Verb
32989,5,1,썼네,1,Verb
32990,5,1,운동화,1,Noun
32991,5,1,권장,1,Noun
32992,5,1,수상작,1,Noun
32993,5,1,엿보는,1,Verb
32994,5,1,가꾸는,1,Verb
32995,5,1,선정,1,Noun
32996,5,1,나누,1,Verb
32997,5,1,보았나요,1,Verb
32998,5,1,살펴보,1,Verb
32999,5,1,연결해,1,Adjective
33000,5,1,베트남,1,Noun
33001,5,1,전래,1,Noun
33002,5,1,신화,1,Noun
33003,5,1,라임,1,Noun
33004,5,1,오렌지,1,Noun
33005,5,1,앤,1,Noun
33006,5,1,오즈,1,Noun
33007,5,1,마법사,1,Noun
33008,5,1,채우기,1,Verb
33009,5,1,아시아,1,Noun
33010,5,1,북아메리카,1,Noun
33011,5,1,있었느냐,1,Adjective
33012,5,1,났다고,1,Verb
33013,5,1,방금,1,Noun
33014,5,1,심부름,1,Noun
33015,5,1,오느라,1,Verb
33016,5,1,늦었어,1,Verb
33017,5,1,지났는데,1,Verb
33018,5,1,늦었니,1,Verb
33019,5,1,지켰으면,1,Verb
33020,5,1,했잖아,1,Verb
33021,5,1,물어본,1,Verb
33022,5,1,화났을,1,Verb
33023,5,1,물어봐야,1,Verb
33024,5,1,빠르기,1,Noun
33025,5,1,만났을,1,Verb
33026,5,1,빌려,1,Verb
33027,5,1,쓰다가,1,Verb
33028,5,1,하다고,1,Verb
33029,5,1,주었을,1,Verb
33030,5,1,쏟았는데,1,Verb
33031,5,1,할극,1,Verb
33032,5,1,어떠,1,Adjective
33033,5,1,연두색,1,Noun
33034,5,1,그리거나,1,Verb
33035,5,1,신나는,1,Adjective
33036,5,1,세다고,1,Verb
33037,5,1,담으려면,1,Verb
33038,5,1,좋아지게,1,Verb
33039,5,1,고마운,1,Adjective
33040,5,1,김재,1,Noun
33041,5,1,이희주,1,Noun
33042,5,1,둠이나,1,Verb
33043,5,1,쓰니까,1,Verb
33044,5,1,마음씨,1,Noun
33045,5,1,착하니까,1,Adjective
33046,5,1,냈을까요,1,Verb
33047,5,1,냄,1,Verb
33048,5,1,재촉,1,Noun
33049,5,1,않음,1,Verb
33050,5,1,시크릿,1,Noun
33051,5,1,이럴까,1,Adjective
33052,5,1,소심하며,1,Adjective
33053,5,1,망설이게,1,Verb
33054,5,1,되죠,1,Verb
33055,5,1,절대로,1,Noun
33056,5,1,비웃는,1,Verb
33057,5,1,빠져,1,Verb
33058,5,1,의식,1,Noun
33059,5,1,좋아하고,1,Adjective
33060,5,1,하찮아서,1,Adjective
33061,5,1,하는군요,1,Verb
33062,5,1,그러네요,1,Adjective
33063,5,1,좋아졌어요,1,Verb
33064,5,1,하라,1,Noun
33065,5,1,고요,1,Noun
33066,5,1,어때,1,Adjective
33067,5,1,한바탕,1,Noun
33068,5,1,좋아졌지,1,Verb
33069,5,1,받아들이려면,1,Verb
33070,5,1,첫걸음,1,Noun
33071,5,1,사랑스럽니,1,Adjective
33072,5,1,눈부시니,1,Adjective
33073,5,1,멋지고,1,Adjective
33074,5,1,받아라,1,Verb
33075,5,1,부족한데,1,Adjective
33076,5,1,하죠,1,Verb
33077,5,1,깨우쳐,1,Verb
33078,5,1,진심,1,Noun
33079,5,1,전해지도록,1,Verb
33080,5,1,다투었는데,1,Verb
33081,5,1,도와준,1,Verb
33082,5,1,주고받았나요,1,Verb
33083,5,1,대단하다고,1,Adjective
33084,5,1,심하시다는,1,Adjective
33085,5,1,됐지,1,Verb
33086,5,1,싫었니,1,Adjective
33087,5,1,주셨으면,1,Verb
33088,5,1,컸어,1,Verb
33089,5,1,돕는다고,1,Verb
33090,5,1,뛰어다니시다가,1,Verb
33091,5,1,하시지,1,Verb
33092,5,1,많았으니까,1,Adjective
33093,5,1,있겠다,1,Adjective
33094,5,1,영화관,1,Noun
33095,5,1,놀랐나요,1,Verb
33096,5,1,다투는,1,Verb
33097,5,1,보았다면,1,Verb
33098,5,1,그리네,1,Noun
33099,5,1,도와준다고,1,Verb
33100,5,1,조용히,1,Adjective
33101,5,1,기쁘지만,1,Adjective
33102,5,1,아쉬워,1,Adjective
33103,5,1,받았으니,1,Verb
33104,5,1,줘야겠지,1,Verb
33105,5,1,명진,1,Noun
33106,5,1,윤성,1,Noun
33107,5,1,준호,1,Noun
33108,5,1,도와줄까,1,Verb
33109,5,1,밑그림,1,Noun
33110,5,1,걸렸나,1,Verb
33111,5,1,부족할,1,Adjective
33112,5,1,받았으면,1,Verb
33113,5,1,좋았을,1,Adjective
33114,5,1,현아,1,Noun
33115,5,1,읽더니,1,Verb
33116,5,1,해냈구나,1,Verb
33117,5,1,자는데,1,Verb
33118,5,1,어날,1,Noun
33119,5,1,생신,1,Noun
33120,5,1,드리면,1,Verb
33121,5,1,접어서,1,Verb
33122,5,1,넣어요,1,Verb
33123,5,1,부모,1,Noun
33124,5,1,많,1,Adjective
33125,5,1,쳐지지,1,Verb
33126,5,1,가져온다,1,Verb
33127,5,1,잠자리,1,Noun
33128,5,1,들었더니,1,Verb
33129,5,1,자면,1,Verb
33130,5,1,지키려고,1,Verb
33131,5,1,잠꾸러기,1,Noun
33132,5,1,잡니다,1,Verb
33133,5,1,듣지만,1,Verb
33134,5,1,고쳐지지,1,Verb
33135,5,1,자세한가요,1,Adjective
33136,5,1,하겠다는,1,Verb
33137,5,1,부드러운,1,Adjective
33138,5,1,천안,1,Noun
33139,5,1,살아온,1,Verb
33140,5,1,집안,1,Noun
33141,5,1,넉넉하지,1,Adjective
33142,5,1,화목,1,Noun
33143,5,1,가정,1,Noun
33144,5,1,들려주,1,Verb
33145,5,1,셨다,1,Noun
33146,5,1,시달리는,1,Verb
33147,5,1,르려,1,Noun
33148,5,1,받아들이고,1,Verb
33149,5,1,배워야,1,Verb
33150,5,1,엄숙한,1,Adjective
33151,5,1,이으셨다,1,Verb
33152,5,1,배워서,1,Verb
33153,5,1,일꾼,1,Noun
33154,5,1,젊은이,1,Noun
33155,5,1,르쳐,1,Noun
33156,5,1,되찾을,1,Verb
33157,5,1,보내어,1,Verb
33158,5,1,정동,1,Noun
33159,5,1,이화학당,1,Noun
33160,5,1,입학,1,Noun
33161,5,1,내려가,1,Verb
33162,5,1,싫어했다,1,Adjective
33163,5,1,민족,1,Noun
33164,5,1,담겼다,1,Verb
33165,5,1,훼방,1,Noun
33166,5,1,놓았지만,1,Verb
33167,5,1,고통,1,Noun
33168,5,1,살았으며,1,Verb
33169,5,1,타게,1,Verb
33170,5,1,바랐,1,Verb
33171,5,1,목청껏,1,Noun
33172,5,1,탑골,1,Noun
33173,5,1,남녀,1,Noun
33174,5,1,노소,1,Noun
33175,5,1,뜨거워졌다,1,Adjective
33176,5,1,터져라,1,Verb
33177,5,1,이화,1,Noun
33178,5,1,학당,1,Noun
33179,5,1,다니던,1,Verb
33180,5,1,시절,1,Noun
33181,5,1,밀려,1,Verb
33182,5,1,장안,1,Noun
33183,5,1,덮었다,1,Verb
33184,5,1,닥치는,1,Verb
33185,5,1,몽둥이,1,Noun
33186,5,1,휘두르고,1,Verb
33187,5,1,쏘아,1,Verb
33188,5,1,쓰러졌으나,1,Verb
33189,5,1,몰랐다,1,Verb
33190,5,1,돌아왔을,1,Verb
33191,5,1,닫았다,1,Verb
33192,5,1,흩어졌고,1,Verb
33193,5,1,돌아왔다,1,Verb
33194,5,1,돌아온,1,Verb
33195,5,1,촌,1,Noun
33196,5,1,언니,1,Noun
33197,5,1,동지,1,Noun
33198,5,1,치밀하게,1,Adjective
33199,5,1,찾아다니며,1,Verb
33200,5,1,돌아다니다가,1,Verb
33201,5,1,돌아오면,1,Verb
33202,5,1,피곤했다,1,Adjective
33203,5,1,찬물,1,Noun
33204,5,1,담그고,1,Verb
33205,5,1,밤새워,1,Verb
33206,5,1,놀라운,1,Adjective
33207,5,1,추진,1,Noun
33208,5,1,엇,1,VerbPrefix
33209,5,1,부르기로,1,Verb
33210,5,1,들자,1,Verb
33211,5,1,밝았다,1,Verb
33212,5,1,새벽,1,Noun
33213,5,1,모여든,1,Verb
33214,5,1,여느,1,Noun
33215,5,1,곱절,1,Noun
33216,5,1,반만년,1,Noun
33217,5,1,불행하게도,1,Adjective
33218,5,1,빼앗겼습니다,1,Verb
33219,5,1,되찾아야,1,Verb
33220,5,1,전국,1,Noun
33221,5,1,방방곡곡,1,Noun
33222,5,1,부릅시다,1,Verb
33223,5,1,순식간,1,Noun
33224,5,1,흔들었다,1,Verb
33225,5,1,달려온,1,Verb
33226,5,1,휘두르면서,1,Verb
33227,5,1,나아,1,Adverb
33228,5,1,막았다,1,Verb
33229,5,1,죽거나,1,Verb
33230,5,1,다쳤다,1,Verb
33231,5,1,쓰러지고,1,Verb
33232,5,1,흩어지고,1,Verb
33233,5,1,찾느라고,1,Verb
33234,5,1,샅샅이,1,Noun
33235,5,1,뒤졌다,1,Verb
33236,5,1,시신,1,Noun
33237,5,1,흘리며,1,Verb
33238,5,1,붙잡혀,1,Verb
33239,5,1,헌,1,Noun
33240,5,1,고문,1,Noun
33241,5,1,당당했다,1,Adjective
33242,5,1,갇혔지만,1,Verb
33243,5,1,리나,1,Noun
33244,5,1,신념,1,Noun
33245,5,1,꺾을,1,Verb
33246,5,1,죽음,1,Noun
33247,5,1,무릅쓰,1,Noun
33248,5,1,르던,1,Noun
33249,5,1,유관,1,Noun
33250,5,1,순이,1,Noun
33251,5,1,가슴속,1,Noun
33252,5,1,소중함을,1,Adjective
33253,5,1,깨워,1,Verb
33254,5,1,서대문형무소,1,Noun
33255,5,1,갇힌,1,Verb
33256,5,1,거두었나요,1,Verb
33257,5,1,벌어진,1,Verb
33258,5,1,기억났어,1,Verb
33259,5,1,박성우,1,Noun
33260,5,1,이러다,1,Verb
33261,5,1,지각,1,Noun
33262,5,1,하겠다,1,Verb
33263,5,1,춥고,1,Verb
33264,5,1,배고파,1,Adjective
33265,5,1,죽겠다,1,Verb
33266,5,1,차린,1,Verb
33267,5,1,그리운,1,Adjective
33268,5,1,안겨,1,Verb
33269,5,1,잡아당기는,1,Verb
33270,5,1,간절히,1,Adjective
33271,5,1,추울,1,Verb
33272,5,1,싶었어,1,Verb
33273,5,1,안마,1,Noun
33274,5,1,드린,1,Verb
33275,5,1,정완영,1,Noun
33276,5,1,이쿠,1,Noun
33277,5,1,아이코,1,Exclamation
33278,5,1,밟아,1,Verb
33279,5,1,드리나요,1,Verb
33280,5,1,아프신,1,Adjective
33281,5,1,나았으,1,Verb
33282,5,1,시원하네,1,Adjective
33283,5,1,주셨어,1,Verb
33284,5,1,드렸던,1,Verb
33285,5,1,흉내,1,Noun
33286,5,1,내면,1,Noun
33287,5,1,시조,1,Noun
33288,5,1,김우경,1,Noun
33289,5,1,사우,1,Noun
33290,5,1,전원,1,Noun
33291,5,1,끄셔도,1,Verb
33292,5,1,모니터,1,Noun
33293,5,1,스위치,1,Noun
33294,5,1,딸,1,Noun
33295,5,1,깍,1,Adverb
33296,5,1,껐다,1,Verb
33297,5,1,들어가서,1,Verb
33298,5,1,돌아다녔던,1,Verb
33299,5,1,어른거린다,1,Verb
33300,5,1,마고,1,Noun
33301,5,1,흩어져서,1,Verb
33302,5,1,살게,1,Noun
33303,5,1,잡아가,1,Verb
33304,5,1,만든다는,1,Verb
33305,5,1,붙잡히게,1,Verb
33306,5,1,되어서,1,Verb
33307,5,1,해치려고,1,Verb
33308,5,1,돌아다니니까,1,Verb
33309,5,1,그대,1,Noun
33310,5,1,일어났는지,1,Verb
33311,5,1,흩어진,1,Verb
33312,5,1,논,1,Noun
33313,5,1,일구어,1,Verb
33314,5,1,곡식,1,Noun
33315,5,1,심고,1,Verb
33316,5,1,세우고,1,Verb
33317,5,1,쳐야,1,Verb
33318,5,1,쓰러,1,Verb
33319,5,1,아슬아슬하고,1,Adjective
33320,5,1,짜릿짜릿하다,1,Adjective
33321,5,1,도술,1,Noun
33322,5,1,부리는,1,Verb
33323,5,1,쳤을,1,Verb
33324,5,1,뿌듯하기,1,Adjective
33325,5,1,이끌고,1,Verb
33326,5,1,끄면,1,Verb
33327,5,1,다녀야,1,Verb
33328,5,1,끄자마자,1,Verb
33329,5,1,맥,1,Noun
33330,5,1,풀리며,1,Verb
33331,5,1,달력,1,Noun
33332,5,1,오늘이,1,Noun
33333,5,1,남았다,1,Verb
33334,5,1,시키는,1,Verb
33335,5,1,눈질,1,Noun
33336,5,1,흘겨보며,1,Verb
33337,5,1,집어서,1,Verb
33338,5,1,퍽,1,Noun
33339,5,1,떨어뜨렸다,1,Verb
33340,5,1,으으,1,Exclamation
33341,5,1,좋겠니,1,Adjective
33342,5,1,했니,1,Verb
33343,5,1,커다랗게,1,Adjective
33344,5,1,뜨고,1,Verb
33345,5,1,지금껏,1,Noun
33346,5,1,흔들며,1,Verb
33347,5,1,벌어져서,1,Verb
33348,5,1,다물어지지,1,Verb
33349,5,1,디디,1,Noun
33350,5,1,내려와서,1,Verb
33351,5,1,다락방,1,Noun
33352,5,1,사시는데,1,Verb
33353,5,1,쓰신다,1,Verb
33354,5,1,아래층,1,Noun
33355,5,1,뒷방,1,Noun
33356,5,1,딸린,1,Verb
33357,5,1,대학생,1,Noun
33358,5,1,지낸,1,Verb
33359,5,1,시골,1,Noun
33360,5,1,싫으니까,1,Adjective
33361,5,1,엉뚱한,1,Adjective
33362,5,1,빠져나가려고,1,Verb
33363,5,1,정말로,1,Adverb
33364,5,1,나하,1,Noun
33365,5,1,했다니까,1,Verb
33366,5,1,들었어요,1,Verb
33367,5,1,그랬어요,1,Adjective
33368,5,1,먹었나,1,Verb
33369,5,1,쓸데없는,1,Adjective
33370,5,1,그만하고,1,Adjective
33371,5,1,늦,1,Noun
33372,5,1,겠다,1,Verb
33373,5,1,눈살,1,Noun
33374,5,1,찌푸리며,1,Verb
33375,5,1,않겠다는,1,Verb
33376,5,1,욕실,1,Noun
33377,5,1,빨러,1,Verb
33378,5,1,알겠어요,1,Verb
33379,5,1,다져,1,Verb
33380,5,1,쓴다고,1,Verb
33381,5,1,통해,1,Noun
33382,5,1,데리,1,Noun
33383,5,1,믿어지는데,1,Verb
33384,5,1,믿겠니,1,Verb
33385,5,1,하다니,1,Verb
33386,5,1,전자파,1,Noun
33387,5,1,덕,1,Noun
33388,5,1,실아,1,Noun
33389,5,1,힘들겠다고,1,Adjective
33390,5,1,먹자마자,1,Verb
33391,5,1,피아노,1,Noun
33392,5,1,속셈,1,Noun
33393,5,1,바둑,1,Noun
33394,5,1,검도,1,Noun
33395,5,1,바쁜데도,1,Adjective
33396,5,1,군데,1,Noun
33397,5,1,다니니까,1,Verb
33398,5,1,오락,1,Noun
33399,5,1,나가서,1,Verb
33400,5,1,공도,1,Noun
33401,5,1,실컷,1,Noun
33402,5,1,놀고,1,Verb
33403,5,1,싶단,1,Verb
33404,5,1,버릇,1,Noun
33405,5,1,차면서,1,Verb
33406,5,1,공이,1,Noun
33407,5,1,하렴,1,Noun
33408,5,1,됐구나,1,Verb
33409,5,1,아무렇지도,1,Adjective
33410,5,1,발바닥,1,Noun
33411,5,1,아팠다,1,Adjective
33412,5,1,뜯을,1,Verb
33413,5,1,하느냐,1,Verb
33414,5,1,바뀔지도,1,Verb
33415,5,1,그건,1,Adverb
33416,5,1,버렸는데,1,Verb
33417,5,1,먹고는,1,Verb
33418,5,1,쫓아내,1,Verb
33419,5,1,같으면,1,Adjective
33420,5,1,쥐는,1,Verb
33421,5,1,나직하게,1,Adjective
33422,5,1,엿듣,1,Noun
33423,5,1,있을지도,1,Adjective
33424,5,1,모른다는,1,Verb
33425,5,1,문밖,1,Noun
33426,5,1,있니,1,Adjective
33427,5,1,뒤따라,1,Verb
33428,5,1,믿지,1,Verb
33429,5,1,않으셨,1,Verb
33430,5,1,미루어,1,Verb
33431,5,1,이어질,1,Verb
33432,5,1,꾸고,1,Verb
33433,5,1,비슷하거나,1,Adjective
33434,5,1,끝날지,1,Verb
33435,5,1,쓰더라도,1,Verb
33436,5,1,나타날,1,Verb
33437,5,1,내밀었다는,1,Verb
33438,5,1,떤,1,Verb
33439,5,1,미안하,1,Adjective
33440,5,1,벚꽃,1,Noun
33441,5,1,싶었다고,1,Verb
33442,5,1,나비,1,Noun
33443,5,1,바뀌면,1,Verb
33444,5,1,바뀔,1,Verb
33445,5,1,물어봅시다,1,Verb
33446,5,1,김민섭,1,Noun
33447,5,1,행,1,Noun
33448,5,1,배우고,1,Verb
33449,5,1,풍부하게,1,Adjective
33450,5,1,다르지만,1,Adjective
33451,5,1,경과,1,Noun
33452,5,1,달리하,1,Verb
33453,5,1,받았나요,1,Verb
33454,5,1,드러운,1,Adjective
33455,5,1,헝겊,1,Noun
33456,5,1,깔고,1,Verb
33457,5,1,불린,1,Verb
33458,5,1,촘촘히,1,Adverb
33459,5,1,깔,1,Verb
33460,5,1,덮어,1,Verb
33461,5,1,뿌리,1,Noun
33462,5,1,싹,1,Noun
33463,5,1,그늘,1,Noun
33464,5,1,수분,1,Noun
33465,5,1,마르지,1,Noun
33466,5,1,새싹,1,Noun
33467,5,1,채소,1,Noun
33468,5,1,놓아야,1,Verb
33469,5,1,재빨리,1,Adverb
33470,5,1,친다,1,Verb
33471,5,1,설날,1,Noun
33472,5,1,추석,1,Noun
33473,5,1,쉽니다,1,Verb
33474,5,1,이하,1,Noun
33475,5,1,보호자,1,Noun
33476,5,1,공휴일,1,Noun
33477,5,1,대웅전,1,Noun
33478,5,1,앞뜰,1,Noun
33479,5,1,나란히,1,Adjective
33480,5,1,가치,1,Noun
33481,5,1,국,1,Noun
33482,5,1,보로,1,Noun
33483,5,1,화려합니다,1,Adjective
33484,5,1,십자,1,Noun
33485,5,1,팔각,1,Noun
33486,5,1,올렸습니다,1,Verb
33487,5,1,평면,1,Noun
33488,5,1,균형,1,Noun
33489,5,1,아름,1,Noun
33490,5,1,답습,1,Noun
33491,5,1,줍니다,1,Verb
33492,5,1,받습니다,1,Verb
33493,5,1,화려하다,1,Adjective
33494,5,1,국보,1,Noun
33495,5,1,세웁니다,1,Verb
33496,5,1,만들어졌습니다,1,Verb
33497,5,1,기울기,1,Noun
33498,5,1,아슬아슬한,1,Adjective
33499,5,1,끕니다,1,Verb
33500,5,1,주년,1,Noun
33501,5,1,념해,1,Noun
33502,5,1,수백만,1,Noun
33503,5,1,관광객,1,Noun
33504,5,1,유명합니,1,Adjective
33505,5,1,건축물,1,Noun
33506,5,1,송신,1,Noun
33507,5,1,축,1,Noun
33508,5,1,꿰어,1,Noun
33509,5,1,외형,1,Noun
33510,5,1,동양,1,Noun
33511,5,1,불립니다,1,Verb
33512,5,1,알아봅,1,Verb
33513,5,1,나열해,1,Adjective
33514,5,1,준희,1,Noun
33515,5,1,알아낸다,1,Verb
33516,5,1,척추동물,1,Noun
33517,5,1,짠,1,Verb
33518,5,1,바닷물,1,Noun
33519,5,1,몸속,1,Noun
33520,5,1,들어오지,1,Verb
33521,5,1,줍,1,Verb
33522,5,1,숨길,1,Verb
33523,5,1,삼키고,1,Verb
33524,5,1,내뱉는,1,Verb
33525,5,1,얻습니다,1,Verb
33526,5,1,떨,1,Verb
33527,5,1,알아냅니다,1,Verb
33528,5,1,살펴봐,1,Verb
33529,5,1,박영란,1,Noun
33530,5,1,유성,1,Noun
33531,5,1,민감,1,Noun
33532,5,1,쉽,1,Verb
33533,5,1,찬가,1,Noun
33534,5,1,지로,1,Noun
33535,5,1,지우고,1,Verb
33536,5,1,세부,1,Noun
33537,5,1,물들,1,Verb
33538,5,1,자욱,1,Noun
33539,5,1,지워야겠지,1,Verb
33540,5,1,호기심,1,Noun
33541,5,1,알려지지,1,Verb
33542,5,1,르기,1,Noun
33543,5,1,백과사전,1,Noun
33544,5,1,기르고,1,Verb
33545,5,1,블로그,1,Noun
33546,5,1,어울리지,1,Verb
33547,5,1,확실하지,1,Adjective
33548,5,1,해서는,1,Verb
33549,5,1,쉬웠어,1,Adjective
33550,5,1,다뤄도,1,Verb
33551,5,1,실과,1,Noun
33552,5,1,두세,1,Verb
33553,5,1,다루는지,1,Verb
33554,5,1,게시,1,Noun
33555,5,1,던집니다,1,Verb
33556,5,1,뜁니다,1,Verb
33557,5,1,선수,1,Noun
33558,5,1,주체,1,Noun
33559,5,1,풀이,1,Noun
33560,5,1,좋아합니다,1,Adjective
33561,5,1,먹었습니다,1,Verb
33562,5,1,어찌,1,Noun
33563,5,1,어떠하다,1,Adjective
33564,5,1,남기고,1,Verb
33565,5,1,줄여,1,Verb
33566,5,1,빨갛다,1,Adjective
33567,5,1,피었습니다,1,Verb
33568,5,1,잽싸고,1,Adjective
33569,5,1,검정,1,Noun
33570,5,1,들어간,1,Verb
33571,5,1,섞고,1,Verb
33572,5,1,이긴,1,Verb
33573,5,1,내려놓는,1,Verb
33574,5,1,쓰나요,1,Verb
33575,5,1,써야겠어,1,Verb
33576,5,1,있었지,1,Adjective
33577,5,1,실릴,1,Verb
33578,5,1,달라질,1,Verb
33579,5,1,아팠던,1,Adjective
33580,5,1,멈추지,1,Verb
33581,5,1,야구,1,Noun
33582,5,1,보름달,1,Noun
33583,5,1,야영,1,Noun
33584,5,1,신기했던,1,Adjective
33585,5,1,즐거웠던,1,Adjective
33586,5,1,하셨어요,1,Verb
33587,5,1,들렀다,1,Verb
33588,5,1,우아,1,Exclamation
33589,5,1,말이잖아,1,Verb
33590,5,1,맛있겠다,1,Adjective
33591,5,1,훌륭한데,1,Adjective
33592,5,1,맛있어요,1,Adjective
33593,5,1,만들려면,1,Verb
33594,5,1,좋아한다,1,Adjective
33595,5,1,반찬,1,Noun
33596,5,1,먹어도,1,Verb
33597,5,1,투정,1,Noun
33598,5,1,주말,1,Noun
33599,5,1,갔더니,1,Verb
33600,5,1,좋아하,1,Adjective
33601,5,1,맛있어서,1,Adjective
33602,5,1,깨뜨려,1,Verb
33603,5,1,적당량,1,Noun
33604,5,1,싹둑싹둑,1,Adverb
33605,5,1,가위,1,Noun
